cik_str,ticker,title,processed
1680062,ACMR,"ACM Research, Inc.",False
1171486,NRP,NATURAL RESOURCE PARTNERS LP,False
1828248,CVII,Churchill Capital Corp VII,False
1489096,THR,"Thermon Group Holdings, Inc.",False
1821806,LESL,"Leslie's, Inc.",False
1138639,INFN,Infinera Corp,False
1452857,SPLP,STEEL PARTNERS HOLDINGS L.P.,False
1749704,AGTI,"AGILITI, INC. \DE",False
1834376,INNV,InnovAge Holding Corp.,False
1846576,FIGS,"FIGS, Inc.",False
1698991,ACEL,"Accel Entertainment, Inc.",False
1606498,AVNS,"AVANOS MEDICAL, INC.",False
931148,EAF,GRAFTECH INTERNATIONAL LTD,False
1828723,AMPS,"Altus Power, Inc.",False
1379785,BBDC,"Barings BDC, Inc.",False
910406,HAIN,HAIN CELESTIAL GROUP INC,False
923796,GEO,GEO GROUP INC,False
14707,CAL,CALERES INC,False
752642,UMH,"UMH PROPERTIES, INC.",False
1746618,RVLV,"Revolve Group, Inc.",False
710752,SBR,SABINE ROYALTY TRUST,False
1382821,RDFN,Redfin Corp,False
1687221,REVG,"REV Group, Inc.",False
1423221,NX,Quanex Building Products CORP,False
1643615,MEG,"Montrose Environmental Group, Inc.",False
105319,WW,"WW INTERNATIONAL, INC.",False
1368265,CLNE,Clean Energy Fuels Corp.,False
95029,RGR,STURM RUGER & CO INC,False
1598428,TMST,TimkenSteel Corp,False
1776661,ADV,Advantage Solutions Inc.,False
1072379,NWBO,NORTHWEST BIOTHERAPEUTICS INC,False
1829864,TASK,"TaskUs, Inc.",False
1376339,MDXG,"MIMEDX GROUP, INC.",False
1743725,GDYN,"GRID DYNAMICS HOLDINGS, INC.",False
1669779,CWH,"Camping World Holdings, Inc.",False
876427,MNRO,"MONRO, INC.",False
1780312,ASTS,"AST SpaceMobile, Inc.",False
17313,CSWC,CAPITAL SOUTHWEST CORP,False
1872789,EMBC,Embecta Corp.,False
1411342,EFC,Ellington Financial Inc.,False
1691421,LMND,"Lemonade, Inc.",False
1459839,SIBN,"SI-BONE, Inc.",False
910329,MED,MEDIFAST INC,False
1481646,ACCD,"Accolade, Inc.",False
1777835,PWP,Perella Weinberg Partners,False
1368458,SBH,"Sally Beauty Holdings, Inc.",False
1739614,INBX,"Inhibrx, Inc.",False
1652535,ICHR,"ICHOR HOLDINGS, LTD.",False
1278752,MFIC,MidCap Financial Investment Corp,False
1871509,PTLO,Portillo's Inc.,False
1806201,LPRO,Open Lending Corp,False
1861795,DH,Definitive Healthcare Corp.,False
1717547,BRSP,"BrightSpire Capital, Inc.",False
102752,VSEC,VSE CORP,False
1004702,OCFC,OCEANFIRST FINANCIAL CORP,False
1807846,ML,MONEYLION INC.,False
1819133,TNGX,"Tango Therapeutics, Inc.",False
351817,SBOW,"SILVERBOW RESOURCES, INC.",False
1631596,KREF,KKR Real Estate Finance Trust Inc.,False
27996,DLX,DELUXE CORP,False
1823794,ARKO,ARKO Corp.,False
99302,TRNS,TRANSCAT INC,False
1770121,SANA,"Sana Biotechnology, Inc.",False
1439095,MRC,MRC GLOBAL INC.,False
705432,SBSI,SOUTHSIDE BANCSHARES INC,False
1768267,CRNC,Cerence Inc.,False
1831915,CTKB,"Cytek Biosciences, Inc.",False
930236,RWT,REDWOOD TRUST INC,False
1516912,OBK,"Origin Bancorp, Inc.",False
1891101,BRCC,BRC Inc.,False
1622229,COGT,"Cogent Biosciences, Inc.",False
1630627,TMCI,"TREACE MEDICAL CONCEPTS, INC.",False
1437402,ARDX,"ARDELYX, INC.",False
1141103,CCRN,CROSS COUNTRY HEALTHCARE INC,False
1108134,BHLB,BERKSHIRE HILLS BANCORP INC,False
1880319,PRM,"Perimeter Solutions, SA",False
1425292,UAN,"CVR PARTNERS, LP",False
1081834,KUBR,Kuber Resources Corp,False
1000623,MATV,"Mativ Holdings, Inc.",False
863436,BHE,BENCHMARK ELECTRONICS INC,False
790816,BDN,BRANDYWINE REALTY TRUST,False
1499785,TJBH,Tengjun Biotechnology Corp.,False
1062231,AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,False
921557,RBCAA,REPUBLIC BANCORP INC /KY/,False
1418076,SLRC,SLR Investment Corp.,False
1673985,ASIX,AdvanSix Inc.,False
1315257,KOP,Koppers Holdings Inc.,False
1631569,CHCT,Community Healthcare Trust Inc,False
1398987,HOUS,Anywhere Real Estate Inc.,False
49754,DIN,"Dine Brands Global, Inc.",False
1802156,XPOF,"Xponential Fitness, Inc.",False
1748824,BSIG,BrightSphere Investment Group Inc.,False
215466,CDE,"Coeur Mining, Inc.",False
1656472,CRON,Cronos Group Inc.,False
69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",False
1818093,SKIN,Beauty Health Co,False
1080014,INVA,"Innoviva, Inc.",False
1273685,NYMT,NEW YORK MORTGAGE TRUST INC,False
947559,FBMS,FIRST BANCSHARES INC /MS/,False
1845022,BASE,"Couchbase, Inc.",False
1806347,WEST,Westrock Coffee Co,False
1840574,VERV,"Verve Therapeutics, Inc.",False
846901,LBAI,LAKELAND BANCORP INC,False
1484769,FUBO,fuboTV Inc. /FL,False
1065059,LEU,CENTRUS ENERGY CORP,False
42682,GRC,GORMAN RUPP CO,False
1185348,PRAA,PRA GROUP INC,False
1514705,SXC,"SunCoke Energy, Inc.",False
1746109,BFC,Bank First Corp,False
1023459,SLP,"Simulations Plus, Inc.",False
714395,GABC,"GERMAN AMERICAN BANCORP, INC.",False
1049782,BRKL,BROOKLINE BANCORP INC,False
1657573,XMTR,"Xometry, Inc.",False
1332349,BKD,Brookdale Senior Living Inc.,False
108385,WRLD,WORLD ACCEPTANCE CORP,False
906465,QCRH,QCR HOLDINGS INC,False
1317945,OFLX,"Omega Flex, Inc.",False
844965,TTI,TETRA TECHNOLOGIES INC,False
1728205,PLL,Piedmont Lithium Inc.,False
1805385,EVLV,"Evolv Technologies Holdings, Inc.",False
1368514,ADMA,"ADMA BIOLOGICS, INC.",False
1928446,GRNT,"Granite Ridge Resources, Inc.",False
899751,TWI,TITAN INTERNATIONAL INC,False
1743907,SNCY,"Sun Country Airlines Holdings, Inc.",False
1387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,False
1772177,KRUS,"KURA SUSHI USA, INC.",False
731012,HCSG,HEALTHCARE SERVICES GROUP INC,False
1761612,BCYC,BICYCLE THERAPEUTICS plc,False
1836833,PL,Planet Labs PBC,False
1525221,VTOL,Bristow Group Inc.,False
1642122,AC,"Associated Capital Group, Inc.",False
1267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC",False
1094032,QDMI,QDM International Inc.,False
1868912,ENFN,"Enfusion, Inc.",False
1231457,GNLX,GENELUX Corp,False
701288,ATRI,ATRION CORP,False
1590877,RGNX,REGENXBIO Inc.,False
1614178,YEXT,"Yext, Inc.",False
1819142,SES,SES AI Corp,False
80035,PLPC,PREFORMED LINE PRODUCTS CO,False
1538849,CAPL,CrossAmerica Partners LP,False
912603,RDUS,"SCHNITZER STEEL INDUSTRIES, INC.",False
896156,ETD,ETHAN ALLEN INTERIORS INC,False
1293282,TTGT,TechTarget Inc,False
846617,DCOM,"Dime Community Bancshares, Inc. /NY/",False
60714,LXU,"LSB INDUSTRIES, INC.",False
1042776,PDM,"Piedmont Office Realty Trust, Inc.",False
1604665,WLKP,Westlake Chemical Partners LP,False
1677703,CNDT,CONDUENT Inc,False
1720592,RPAY,Repay Holdings Corp,False
1544206,CGBD,"Carlyle Secured Lending, Inc.",False
1301787,BXC,BlueLinx Holdings Inc.,False
918965,SCSC,"SCANSOURCE, INC.",False
755001,UTL,UNITIL CORP,False
1734713,BV,"BrightView Holdings, Inc.",False
1687926,ZUUS,"ZEUUS, INC.",False
1758766,STEM,"STEM, INC.",False
1173514,HY,"HYSTER-YALE MATERIALS HANDLING, INC.",False
310522,FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,False
1278027,BGS,"B&G Foods, Inc.",False
93389,SMP,"STANDARD MOTOR PRODUCTS, INC.",False
1831828,VERA,"Vera Therapeutics, Inc.",False
1681622,VREX,Varex Imaging Corp,False
1591588,AMRK,"A-Mark Precious Metals, Inc.",False
877422,SPTN,SpartanNash Co,False
1386278,GDOT,GREEN DOT CORP,False
1768224,ARCT,Arcturus Therapeutics Holdings Inc.,False
1747079,BALY,Bally's Corp,False
1085913,FMCB,FARMERS & MERCHANTS BANCORP,False
1053706,CRAI,"CRA INTERNATIONAL, INC.",False
1706946,SPCE,"Virgin Galactic Holdings, Inc",False
1846069,KIND,"Nextdoor Holdings, Inc.",False
1775734,BENF,Beneficient,False
1517228,COMM,"CommScope Holding Company, Inc.",False
1000694,NVAX,NOVAVAX INC,False
1838615,ALTI,"AlTi Global, Inc.",False
1319947,DBI,Designer Brands Inc.,False
1625278,NRDS,"NERDWALLET, INC.",False
1334978,CCO,"Clear Channel Outdoor Holdings, Inc.",False
1059262,SP,SP Plus Corp,False
1438231,DMRC,Digimarc CORP,False
826675,DX,DYNEX CAPITAL INC,False
1287213,PLOW,"DOUGLAS DYNAMICS, INC",False
1728688,IIIV,"i3 Verticals, Inc.",False
1124524,CYRX,"Cryoport, Inc.",False
1370755,TCPC,BlackRock TCP Capital Corp.,False
1778129,TSNDF,TerrAscend Corp.,False
712771,CNOB,"ConnectOne Bancorp, Inc.",False
1750284,OLMA,"Olema Pharmaceuticals, Inc.",False
1443669,PRLB,Proto Labs Inc,False
1005817,TMP,TOMPKINS FINANCIAL CORP,False
744187,REX,REX AMERICAN RESOURCES Corp,False
43196,GTN,GRAY TELEVISION INC,False
1422143,KURA,"Kura Oncology, Inc.",False
1819989,CIFR,Cipher Mining Inc.,False
1606757,KE,"Kimball Electronics, Inc.",False
1490906,CFFN,"Capitol Federal Financial, Inc.",False
910612,CBL,CBL & ASSOCIATES PROPERTIES INC,False
1600626,PKST,Peakstone Realty Trust,False
1802974,AVO,"Mission Produce, Inc.",False
1819394,MTTR,"Matterport, Inc./DE",False
827876,CLSK,"CLEANSPARK, INC.",False
1737927,CGC,Canopy Growth Corp,False
317788,APPS,"Digital Turbine, Inc.",False
61398,TELL,TELLURIAN INC. /DE/,False
1651958,EOSS,EOS INC.,False
69488,MYE,MYERS INDUSTRIES INC,False
1308208,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",False
949157,CENX,CENTURY ALUMINUM CO,False
1050441,EGBN,EAGLE BANCORP INC,False
1759138,CABA,"Cabaletta Bio, Inc.",False
1171326,EUBG,ENTREPRENEUR UNIVERSE BRIGHT GROUP,False
1849056,ALCC,AltC Acquisition Corp.,False
910638,DDD,3D SYSTEMS CORP,False
110471,WWW,WOLVERINE WORLD WIDE INC /DE/,False
1859285,HRT,HireRight Holdings Corp,False
1737287,ALLO,"Allogene Therapeutics, Inc.",False
1556739,THRY,"Thryv Holdings, Inc.",False
1559432,TXO,"TXO Partners, L.P.",False
1095565,HSTM,HEALTHSTREAM INC,False
30305,DCO,DUCOMMUN INC /DE/,False
1944558,VTS,"Vitesse Energy, Inc.",False
1650664,EDIT,"Editas Medicine, Inc.",False
1673772,RAPT,"RAPT Therapeutics, Inc.",False
926282,ADTN,"ADTRAN Holdings, Inc.",False
1701051,WOW,"WideOpenWest, Inc.",False
55135,KELYA,KELLY SERVICES INC,False
1057379,HCKT,"HACKETT GROUP, INC.",False
1589526,BLBD,Blue Bird Corp,False
1524931,CHUY,"CHUY'S HOLDINGS, INC.",False
1633336,CCAP,"Crescent Capital BDC, Inc.",False
1863127,TYRA,"Tyra Biosciences, Inc.",False
724004,MLAB,MESA LABORATORIES INC /CO/,False
1783183,PHAT,"Phathom Pharmaceuticals, Inc.",False
700565,FMBH,"FIRST MID BANCSHARES, INC.",False
1650648,FDMT,"4D Molecular Therapeutics, Inc.",False
1504619,PFLT,PennantPark Floating Rate Capital Ltd.,False
1397702,SILK,Silk Road Medical Inc,False
1533615,GMRE,Global Medical REIT Inc.,False
764401,IIIN,INSTEEL INDUSTRIES INC,False
1734342,AMTB,Amerant Bancorp Inc.,False
1786108,TRIN,Trinity Capital Inc.,False
784199,AORT,"ARTIVION, INC.",False
350852,CTBI,COMMUNITY TRUST BANCORP INC /KY/,False
1803737,EHAB,"Enhabit, Inc.",False
895447,SCVL,SHOE CARNIVAL INC,False
1705873,BRY,Berry Corp (bry),False
1021162,TGI,TRIUMPH GROUP INC,False
1001614,REPX,"Riley Exploration Permian, Inc.",False
1309251,MALG,MICROALLIANCE GROUP INC.,False
1497645,INN,"Summit Hotel Properties, Inc.",False
1134982,PVNC,"Apple iSports Group, Inc.",False
1847903,CNTA,Centessa Pharmaceuticals plc,False
946647,PFC,PREMIER FINANCIAL CORP,False
1683695,IMXI,"International Money Express, Inc.",False
1383082,DBA,INVESCO DB AGRICULTURE FUND,False
1822928,HLLY,Holley Inc.,False
1409171,TITN,Titan Machinery Inc.,False
1865187,ARIS,"Aris Water Solutions, Inc.",False
1288403,WTI,W&T OFFSHORE INC,False
1441236,CLW,Clearwater Paper Corp,False
704562,CDMO,"Avid Bioservices, Inc.",False
1837686,VMEO,"Vimeo, Inc.",False
357173,OSBC,OLD SECOND BANCORP INC,False
1304492,ATEX,Anterix Inc.,False
100591,AGX,ARGAN INC,False
1013488,BJRI,BJs RESTAURANTS INC,False
902791,BBSI,BARRETT BUSINESS SERVICES INC,False
1325964,LWLG,"Lightwave Logic, Inc.",False
1636422,HCAT,"Health Catalyst, Inc.",False
1846253,OABI,"OmniAb, Inc.",False
798783,UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,False
1819404,NRDY,Nerdy Inc.,False
1314052,AVXL,ANAVEX LIFE SCIENCES CORP.,False
1831631,LDI,"loanDepot, Inc.",False
1393726,TIPT,TIPTREE INC.,False
858655,HAYN,HAYNES INTERNATIONAL INC,False
1666071,CDLX,"Cardlytics, Inc.",False
732417,HBIA,HILLS BANCORPORATION,False
1452936,PCOK,"Pacific Oak Strategic Opportunity REIT, Inc.",False
1865631,NN,NEXTNAV INC.,False
1484612,OM,"Outset Medical, Inc.",False
72573,MOV,MOVADO GROUP INC,False
45876,NVRI,ENVIRI Corp,False
1818794,DYN,"Dyne Therapeutics, Inc.",False
1849635,DWAC,Digital World Acquisition Corp.,False
1609151,WEAV,"Weave Communications, Inc.",False
928658,CVLG,"COVENANT LOGISTICS GROUP, INC.",False
1534254,CION,CION Investment Corp,False
1437958,CCB,COASTAL FINANCIAL CORP,False
1760689,MVST,"Microvast Holdings, Inc.",False
1837014,SMRT,"SmartRent, Inc.",False
935419,RICK,"RCI HOSPITALITY HOLDINGS, INC.",False
1630472,TRTX,"TPG RE Finance Trust, Inc.",False
1005731,IDT,IDT CORP,False
1626199,ALPN,"ALPINE IMMUNE SCIENCES, INC.",False
884219,VVI,VIAD CORP,False
78814,PBI,PITNEY BOWES INC /DE/,False
874501,AMBC,AMBAC FINANCIAL GROUP INC,False
1888012,HLVX,"HilleVax, Inc.",False
1046025,HFWA,HERITAGE FINANCIAL CORP /WA/,False
1333274,MERC,MERCER INTERNATIONAL INC.,False
1349436,SD,SANDRIDGE ENERGY INC,False
357294,HOV,HOVNANIAN ENTERPRISES INC,False
54381,KAMN,KAMAN Corp,False
715787,TILE,INTERFACE INC,False
1668673,PETQ,"PetIQ, Inc.",False
775215,HBT,"HBT Financial, Inc.",False
1023313,FORR,"FORRESTER RESEARCH, INC.",False
827187,SNBR,Sleep Number Corp,False
1529377,ACRE,Ares Commercial Real Estate Corp,False
108985,YORW,YORK WATER CO,False
1325618,IRMD,IRADIMED CORP,False
1620459,JRVR,"James River Group Holdings, Ltd.",False
1092796,SWBI,"SMITH & WESSON BRANDS, INC.",False
1672619,ELVN,"Enliven Therapeutics, Inc.",False
712034,ACCO,ACCO BRANDS Corp,False
315858,BVH,Bluegreen Vacations Holding Corp,False
834365,BLFS,BIOLIFE SOLUTIONS INC,False
1808158,RPTX,Repare Therapeutics Inc.,False
3197,CECO,CECO ENVIRONMENTAL CORP,False
1144879,APLD,Applied Digital Corp.,False
886206,FC,FRANKLIN COVEY CO,False
1043337,SRI,STONERIDGE INC,False
897429,CHS,"CHICO'S FAS, INC.",False
925528,HDSN,HUDSON TECHNOLOGIES INC /NY,False
1075415,DHC,DIVERSIFIED HEALTHCARE TRUST,False
832428,SSP,E.W. SCRIPPS Co,False
886128,FCEL,FUELCELL ENERGY INC,False
1822359,DCGO,DocGo Inc.,False
1342936,AVOI,"Advanced Voice Recognition Systems, Inc",False
33002,EBF,"ENNIS, INC.",False
788329,JOUT,JOHNSON OUTDOORS INC,False
1599901,RNA,"Avidity Biosciences, Inc.",False
1235468,LQDT,LIQUIDITY SERVICES INC,False
71829,NR,NEWPARK RESOURCES INC,False
8063,ATRO,ASTRONICS CORP,False
1121484,OIS,"OIL STATES INTERNATIONAL, INC",False
1500435,GPRO,"GoPro, Inc.",False
1653384,RWAY,Runway Growth Finance Corp.,False
61986,MTW,MANITOWOC CO INC,False
879585,ATNI,"ATN International, Inc.",False
844059,FRPH,"FRP HOLDINGS, INC.",False
1631574,WVE,Wave Life Sciences Ltd.,False
708781,CASS,CASS INFORMATION SYSTEMS INC,False
1234006,GOOD,GLADSTONE COMMERCIAL CORP,False
1823144,CMPO,"CompoSecure, Inc.",False
743238,SHYF,"SHYFT GROUP, INC.",False
1570562,EOLS,"Evolus, Inc.",False
1823608,AMAL,Amalgamated Financial Corp.,False
1494582,BOC,BOSTON OMAHA Corp,False
1220754,MODV,ModivCare Inc,False
1282631,NLST,NETLIST INC,False
1053352,HTBK,HERITAGE COMMERCE CORP,False
1468666,SCWX,SecureWorks Corp,False
80172,NPK,NATIONAL PRESTO INDUSTRIES INC,False
1653087,ALEC,"Alector, Inc.",False
1160308,SVRA,Savara Inc,False
807863,MITK,MITEK SYSTEMS INC,False
1840439,BMEA,"Biomea Fusion, Inc.",False
357301,TRST,TRUSTCO BANK CORP N Y,False
1066605,HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,False
1726173,BH-A,Biglari Holdings Inc.,False
1504461,NGL,NGL Energy Partners LP,False
1687187,METC,"Ramaco Resources, Inc.",False
1948455,ISPR,Ispire Technology Inc.,False
1514991,AMCX,AMC Networks Inc.,False
102212,UVSP,UNIVEST FINANCIAL Corp,False
216085,HVT,HAVERTY FURNITURE COMPANIES INC,False
1084765,RGP,"RESOURCES CONNECTION, INC.",False
1042729,MBWM,MERCANTILE BANK CORP,False
1069899,PAHC,PHIBRO ANIMAL HEALTH CORP,False
1360214,HROW,"HARROW HEALTH, INC.",False
1383058,DBO,Invesco DB Oil Fund,False
1592057,EVA,Enviva Inc.,False
1436208,LEGH,Legacy Housing Corp,False
1109242,HAFC,HANMI FINANCIAL CORP,False
34067,BOOM,DMC Global Inc.,False
1175535,WSR,Whitestone REIT,False
1557746,ACRS,"Aclaris Therapeutics, Inc.",False
1840856,SOUN,"SOUNDHOUND AI, INC.",False
1117297,QNST,"QUINSTREET, INC",False
101199,UFCS,UNITED FIRE GROUP INC,False
1458412,CFB,"CROSSFIRST BANKSHARES, INC.",False
726601,CCBG,CAPITAL CITY BANK GROUP INC,False
1866633,CCSI,"Consensus Cloud Solutions, Inc.",False
1747068,MCBS,"MetroCity Bankshares, Inc.",False
1818383,MAX,"MediaAlpha, Inc.",False
798949,UNTC,UNIT CORP,False
1512762,CHRS,"Coherus BioSciences, Inc.",False
1689375,TRDA,"Entrada Therapeutics, Inc.",False
1832511,PIII,P3 Health Partners Inc.,False
1668243,URGN,UroGen Pharma Ltd.,False
1124796,LASR,"NLIGHT, INC.",False
800457,DGICA,DONEGAL GROUP INC,False
1518621,ORC,"Orchid Island Capital, Inc.",False
1173489,CEVA,CEVA INC,False
1804591,ME,23andMe Holding Co.,False
852772,DENN,DENNY'S Corp,False
1370053,ANAB,"ANAPTYSBIO, INC",False
1476045,CLDT,Chatham Lodging Trust,False
1513363,FDUS,FIDUS INVESTMENT Corp,False
62234,MCS,MARCUS CORP,False
1619856,CRBU,"Caribou Biosciences, Inc.",False
1437071,IVR,Invesco Mortgage Capital Inc.,False
909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC,False
1583107,TBPH,"Theravance Biopharma, Inc.",False
1712463,PACK,Ranpak Holdings Corp.,False
711772,CATC,CAMBRIDGE BANCORP,False
1708055,RBBN,Ribbon Communications Inc.,False
890447,VTNR,Vertex Energy Inc.,False
1129155,MPX,MARINE PRODUCTS CORP,False
924717,SRDX,SURMODICS INC,False
1098972,AGEN,AGENUS INC,False
25475,CRD-A,CRAWFORD & CO,False
1842937,HCVI,Hennessy Capital Investment Corp. VI,False
1016281,CSV,CARRIAGE SERVICES INC,False
1624322,BFST,"Business First Bancshares, Inc.",False
798287,PTSI,PAM TRANSPORTATION SERVICES INC,False
1703956,BBCP,"Concrete Pumping Holdings, Inc.",False
884624,OFIX,Orthofix Medical Inc.,False
879911,AERG,"APPLIED ENERGETICS, INC.",False
1494904,GBLI,"Global Indemnity Group, LLC",False
706129,HBNC,HORIZON BANCORP INC /IN/,False
1145986,ASPN,ASPEN AEROGELS INC,False
1050743,PGC,PEAPACK GLADSTONE FINANCIAL CORP,False
1810019,RXT,"Rackspace Technology, Inc.",False
916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC.",False
1835856,BETR,Better Home & Finance Holding Co,False
796505,CLFD,"Clearfield, Inc.",False
1785493,PXPC,Phoenix Plus Corp.,False
894627,EGY,VAALCO ENERGY INC /DE/,False
701347,CPF,CENTRAL PACIFIC FINANCIAL CORP,False
1447362,CSTL,CASTLE BIOSCIENCES INC,False
1817713,JANX,"Janux Therapeutics, Inc.",False
737468,WASH,WASHINGTON TRUST BANCORP INC,False
1549595,NRIX,"Nurix Therapeutics, Inc.",False
1579733,VITL,"Vital Farms, Inc.",False
1814287,ABL,"Abacus Life, Inc.",False
1617242,KRNY,Kearny Financial Corp.,False
74046,ODC,Oil-Dri Corp of America,False
1073748,YUMM,YUMMIES INC,False
1937653,ZYME,Zymeworks Inc.,False
924822,MLR,MILLER INDUSTRIES INC /TN/,False
1044777,OSPN,OneSpan Inc.,False
1466026,MSBI,"Midland States Bancorp, Inc.",False
896429,CTLP,"CANTALOUPE, INC.",False
1581091,RMAX,"RE/MAX Holdings, Inc.",False
1850502,NFYS,Enphys Acquisition Corp.,False
1828852,MOND,"Mondee Holdings, Inc.",False
1847112,TRTL,TortoiseEcofin Acquisition Corp. III,False
1855447,TYGO,"TIGO ENERGY, INC.",False
1574197,FPH,"Five Point Holdings, LLC",False
1487952,VPG,"Vishay Precision Group, Inc.",False
1163668,SPFI,"SOUTH PLAINS FINANCIAL, INC.",False
1758021,KRT,Karat Packaging Inc.,False
1698514,NESR,National Energy Services Reunited Corp.,False
1808865,ITOS,"iTeos Therapeutics, Inc.",False
768899,TBI,"TrueBlue, Inc.",False
96869,TRC,TEJON RANCH CO,False
1857853,COOK,"Traeger, Inc.",False
763532,LYTS,LSI INDUSTRIES INC,False
1362705,SNMP,Evolve Transition Infrastructure LP,False
1342916,HNOI,"HNO International, Inc.",False
1630805,BW,"Babcock & Wilcox Enterprises, Inc.",False
1769617,HONE,"HarborOne Bancorp, Inc.",False
709337,FMNB,FARMERS NATIONAL BANC CORP /OH/,False
1400891,IHRT,"iHeartMedia, Inc.",False
1837412,SLGC,"SomaLogic, Inc.",False
1625641,LAW,"CS Disco, Inc.",False
1823878,MYPS,"PLAYSTUDIOS, Inc.",False
1808805,NAUT,"Nautilus Biotechnology, Inc.",False
876523,EZPW,EZCORP INC,False
1475348,LBC,Luther Burbank Corp,False
1321741,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,False
1217234,CDNA,"CareDx, Inc.",False
1528985,INRE,"Inland Real Estate Income Trust, Inc.",False
1933414,MLYS,"Mineralys Therapeutics, Inc.",False
1413837,FFWM,First Foundation Inc.,False
1512499,LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",False
1788999,XPER,Xperi Inc.,False
1628063,SRG,Seritage Growth Properties,False
750686,CAC,CAMDEN NATIONAL CORP,False
1383414,PNNT,PENNANTPARK INVESTMENT CORP,False
1838162,SLAM,Slam Corp.,False
1828536,NRGV,"Energy Vault Holdings, Inc.",False
1644378,RMR,RMR GROUP INC.,False
1759824,ALTG,ALTA EQUIPMENT GROUP INC.,False
1290677,TPB,"Turning Point Brands, Inc.",False
1464343,ATLC,Atlanticus Holdings Corp,False
1493225,NFBK,"Northfield Bancorp, Inc.",False
77543,TPC,TUTOR PERINI CORP,False
1113809,BBW,BUILD-A-BEAR WORKSHOP INC,False
1084869,FLWS,1 800 FLOWERS COM INC,False
1789972,CGEM,"Cullinan Oncology, Inc.",False
351834,STKL,SunOpta Inc.,False
741516,AMNB,AMERICAN NATIONAL BANKSHARES INC.,False
1786255,ICVX,"Icosavax, Inc.",False
788965,HNRG,HALLADOR ENERGY CO,False
1304421,CNSL,"Consolidated Communications Holdings, Inc.",False
1822966,SMR,NUSCALE POWER Corp,False
1528356,GNE,Genie Energy Ltd.,False
1108109,CYH,COMMUNITY HEALTH SYSTEMS INC,False
1127537,LUNG,Pulmonx Corp,False
915779,DAKT,DAKTRONICS INC /SD/,False
814585,MBI,MBIA INC,False
783412,DJCO,DAILY JOURNAL CORP,False
1819576,LQDA,Liquidia Corp,False
1496323,IGMS,"IGM Biosciences, Inc.",False
1727196,SRRK,Scholar Rock Holding Corp,False
1705843,CBUS,"Cibus, Inc.",False
88948,SENEA,Seneca Foods Corp,False
1070524,GCBC,GREENE COUNTY BANCORP INC,False
1412095,TROO,"Troops, Inc. /Cayman Islands/",False
1026214,FMCC,FEDERAL HOME LOAN MORTGAGE CORP,False
714562,THFF,FIRST FINANCIAL CORP /IN/,False
1116463,OSUR,ORASURE TECHNOLOGIES INC,False
1322439,EGLE,Eagle Bulk Shipping Inc.,False
713425,AMSWA,AMERICAN SOFTWARE INC,False
791963,OPY,OPPENHEIMER HOLDINGS INC,False
1880438,ANTX,"AN2 Therapeutics, Inc.",False
1710072,EWTX,"Edgewise Therapeutics, Inc.",False
1772921,ONEW,OneWater Marine Inc.,False
1375205,URG,UR-ENERGY INC,False
1172222,HA,HAWAIIAN HOLDINGS INC,False
1143513,GLAD,GLADSTONE CAPITAL CORP,False
897448,AMRN,AMARIN CORP PLC\UK,False
891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",False
1587987,NEWT,"NewtekOne, Inc.",False
1109116,EVC,ENTRAVISION COMMUNICATIONS CORP,False
1517006,GATO,"Gatos Silver, Inc.",False
1474627,NEGG,"Newegg Commerce, Inc.",False
1476034,MCB,Metropolitan Bank Holding Corp.,False
1538263,HTBI,"HomeTrust Bancshares, Inc.",False
1385613,GLRE,"GREENLIGHT CAPITAL RE, LTD.",False
1819253,BTMD,biote Corp.,False
1704711,FNKO,"Funko, Inc.",False
1490281,GRPN,"Groupon, Inc.",False
736772,CCNE,CNB FINANCIAL CORP/PA,False
1692376,VEL,"Velocity Financial, Inc.",False
1824403,RSVR,"Reservoir Media, Inc.",False
1579684,GCI,"Gannett Co., Inc.",False
1580345,TPVG,TriplePoint Venture Growth BDC Corp.,False
39311,IBCP,INDEPENDENT BANK CORP /MI/,False
1827821,FRGE,"Forge Global Holdings, Inc.",False
1059142,GHI,Greystone Housing Impact Investors LP,False
1038773,SMBK,SMARTFINANCIAL INC.,False
1501796,AURA,"Aura Biosciences, Inc.",False
1487428,HRZN,Horizon Technology Finance Corp,False
1787306,ARQT,"Arcutis Biotherapeutics, Inc.",False
1393584,AMWL,American Well Corp,False
23795,CTO,"CTO Realty Growth, Inc.",False
1687932,JILL,"J.Jill, Inc.",False
923139,FFIC,FLUSHING FINANCIAL CORP,False
1341235,ALDX,"Aldeyra Therapeutics, Inc.",False
1806952,LYEL,"Lyell Immunopharma, Inc.",False
